location,value
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14130.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14166.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14202.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\1422.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14238.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14274.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14310.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14346.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14382.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14418.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14454.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14490.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14526.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14562.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\1458.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14598.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14634.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14670.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14706.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14742.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14778.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14814.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14850.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14886.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14922.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\1494.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14958.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\14994.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15030.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15066.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15102.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15138.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15174.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15210.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15246.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15282.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\1530.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15318.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15354.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15390.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15426.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15462.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15498.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15534.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15570.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15606.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15642.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\1566.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15678.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15714.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15750.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15786.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15822.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15858.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15894.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15930.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\15966.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16002.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\1602.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16038.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16074.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16110.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16146.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16182.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\162.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16218.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16254.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16290.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16326.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16362.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\1638.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16398.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16434.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16470.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16506.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16542.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16578.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16614.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16650.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16686.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16722.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\1674.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16758.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16794.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16830.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16866.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16902.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16938.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\16974.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17010.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17046.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17082.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\1710.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17118.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17154.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17190.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17226.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17262.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17298.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17334.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17370.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17406.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17442.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\1746.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17478.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17514.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17550.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17586.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17622.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17658.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17694.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17730.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17766.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17802.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\1782.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17838.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17874.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17910.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17946.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\17982.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18018.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18054.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18090.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18126.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18162.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\1818.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18198.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18234.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18270.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18306.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18342.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18378.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18414.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18450.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18486.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18522.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\1854.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18558.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18594.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18630.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18666.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18702.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18738.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18774.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18810.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18846.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18882.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\1890.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18918.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18954.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\18990.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19026.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19062.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19098.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19134.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19170.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19206.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19242.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\1926.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19278.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19314.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19350.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19386.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19422.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19458.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19494.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19530.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19566.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19602.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\1962.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19638.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19674.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19710.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19746.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19782.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\198.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19818.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19854.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19890.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19926.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19962.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\1998.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\19998.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\20034.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\20070.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\20106.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\20142.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\20178.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\20214.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\20250.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\20286.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\20322.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2034.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\20358.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\20394.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\20430.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\20466.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\20502.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\20538.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\20574.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\20610.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2070.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2106.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2142.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2178.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2214.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2250.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2286.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2322.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\234.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2358.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2394.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2430.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2466.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2502.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2538.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2574.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2610.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2646.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2682.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\270.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2718.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2754.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2790.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2826.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2862.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2898.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2934.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\2970.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3006.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3042.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\306.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3078.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3114.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3150.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3186.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3222.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3258.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3294.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3330.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3366.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3402.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\342.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3438.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3474.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3510.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3546.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3582.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3618.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3654.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3690.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3726.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3762.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\378.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3798.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3834.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3870.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3906.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3942.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\3978.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4014.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4050.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4086.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4122.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\414.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4158.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4194.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4230.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4266.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4302.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4338.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4374.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4410.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4446.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4482.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\450.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4518.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4554.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4590.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4626.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4662.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4698.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4734.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4770.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4806.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4842.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\486.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4878.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4914.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4950.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\4986.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5022.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5058.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5094.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5130.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5166.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5202.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\522.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5238.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5274.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5310.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5346.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5382.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\54.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5418.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5454.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5490.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5526.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5562.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\558.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5598.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5634.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5670.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5706.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5742.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5778.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5814.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5850.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5886.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5922.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\594.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5958.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\5994.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6030.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6066.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6102.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6138.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6174.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6210.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6246.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6282.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\630.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6318.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6354.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6390.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6426.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6462.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6498.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6534.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6570.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6606.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6642.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\666.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6678.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6714.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6750.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6786.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6822.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6858.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6894.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6930.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\6966.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7002.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\702.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7038.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7074.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7110.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7146.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7182.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7218.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7254.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7290.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7326.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7362.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\738.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7398.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7434.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7470.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7506.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7542.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7578.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7614.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7650.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7686.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7722.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\774.png,I
D:/code/Projects/OCR-Project/dataset-old/data/training_data\I\7758.png,I
